3,3,913,39.72251892,-84.13744354
3,3,919,39.7232933,-84.13666534
3,3,925,39.72406769,-84.13589478
3,3,931,39.72484589,-84.13511658
3,3,937,39.72562027,-84.13434601
3,3,943,39.72639465,-84.13356781
3,3,949,39.72716904,-84.13278961
3,3,955,39.72794342,-84.13201904
3,3,961,39.7287178,-84.13124084
3,3,967,39.729496,-84.13047028
1,3,973,39.71715927,-84.14300537
3,3,973,39.73027039,-84.12969208
1,3,984,39.71637726,-84.14378357
1,3,995,39.71559143,-84.1445694
1,3,1006,39.71480942,-84.14535522
3,3,1006,39.73181915,-84.12814331
1,3,1017,39.7140274,-84.14613342
1,3,1028,39.71324158,-84.14691925
1,3,1039,39.71245956,-84.14770508
1,3,1050,39.71167374,-84.14848328
1,3,1061,39.71089172,-84.1492691
1,3,1072,39.71010971,-84.15005493
1,3,1083,39.70932388,-84.15084076
1,3,1094,39.70854187,-84.15161896
1,3,1105,39.70775604,-84.15240479
1,3,1116,39.70697403,-84.15319061
1,3,1127,39.70619202,-84.15396881
1,3,1138,39.70540619,-84.15475464
1,3,1149,39.70462418,-84.15554047
2,3,1149,39.72949982,-84.13046265
1,3,1160,39.70383835,-84.15631866
2,3,1160,39.73023224,-84.12973022
1,3,1171,39.70305634,-84.15710449
2,3,1171,39.73096085,-84.1289978
1,3,1182,39.70227432,-84.15789032
2,3,1182,39.73169327,-84.12827301
1,3,1193,39.70148849,-84.15867615
2,3,1193,39.73242188,-84.12754059
1,3,1204,39.70070648,-84.15945435
2,3,1204,39.7331543,-84.12680817
1,3,1215,39.69992065,-84.16024017
2,3,1215,39.7338829,-84.12607574
1,3,1226,39.69913864,-84.161026
2,3,1226,39.73461533,-84.12535095
1,3,1237,39.69835281,-84.1618042
2,3,1237,39.73534393,-84.12461853
1,3,1248,39.6975708,-84.16259003
2,3,1248,39.73607635,-84.12388611
1,3,1259,39.69678879,-84.16337585
2,3,1259,39.73680496,-84.12315369
1,3,1270,39.69600296,-84.16416168
2,3,1270,39.73753738,-84.12242889
1,3,1281,39.69522095,-84.16493988
1,3,1292,39.69443512,-84.16572571
2,3,1292,39.73899841,-84.12096405
1,3,1303,39.69365311,-84.16651154
2,3,1303,39.73972702,-84.12023163
1,3,1314,39.69287109,-84.16728973
1,3,1325,39.69208527,-84.16807556
1,3,1336,39.69130325,-84.16886139
1,3,1347,39.69051743,-84.16963959
1,3,1358,39.68973541,-84.17042542
1,3,1369,39.6889534,-84.17121124
1,3,1380,39.68816757,-84.17199707
1,3,1391,39.68738556,-84.17277527
1,3,1402,39.68659973,-84.1735611
1,3,1413,39.68581772,-84.17434692
1,3,1424,39.68503189,-84.17512512
1,3,1435,39.68424988,-84.17591095
1,3,1446,39.68346786,-84.17669678
1,3,1457,39.68268204,-84.1774826
1,3,1468,39.68190002,-84.1782608
1,3,1479,39.6811142,-84.17904663
1,3,1490,39.68033218,-84.17983246
1,3,1501,39.67955017,-84.18061066
1,3,1512,39.67876434,-84.18139648
1,3,1523,39.67798233,-84.18218231
1,3,1534,39.6771965,-84.18296051
1,3,1545,39.67641449,-84.18374634
1,3,1556,39.67563248,-84.18453217
1,3,1567,39.67484665,-84.18531799
1,3,1578,39.67406464,-84.18609619
1,3,1589,39.67327881,-84.18688202
1,3,1600,39.6724968,-84.18766785
1,3,1611,39.67171478,-84.18844604
1,3,1622,39.67092896,-84.18923187
1,3,1633,39.67014694,-84.1900177
1,3,1644,39.66936111,-84.19080353
1,3,1655,39.6685791,-84.19158173
1,3,1666,39.66779327,-84.19236755
1,3,1677,39.66701126,-84.19315338
1,3,1688,39.66622925,-84.19393158
1,3,1699,39.66544342,-84.19471741
1,3,1710,39.66466141,-84.19550323
1,3,1721,39.66387558,-84.19628143
1,3,1732,39.66309357,-84.19706726
1,3,1743,39.66231155,-84.19785309
1,3,1754,39.66152573,-84.19863892
1,3,1765,39.66074371,-84.19941711
1,3,1776,39.65995789,-84.20020294
1,3,1787,39.65917587,-84.20098877
