1,3,1798,39.65839386,-84.20176697
1,3,1809,39.65760803,-84.2025528
1,3,1811,39.65698242,-84.20585632
1,3,1820,39.65698242,-84.20585632
1,3,1822,39.65760803,-84.2025528
1,3,1833,39.65839386,-84.20176697
1,3,1844,39.65917587,-84.20098877
1,3,1855,39.65995789,-84.20020294
1,3,1866,39.66074371,-84.19941711
1,3,1877,39.66152573,-84.19863892
1,3,1888,39.66231155,-84.19785309
1,3,1899,39.66309357,-84.19706726
1,3,1910,39.66387558,-84.19628143
1,3,1921,39.66466141,-84.19550323
1,3,1932,39.66544342,-84.19471741
1,3,1943,39.66622925,-84.19393158
1,3,1954,39.66701126,-84.19315338
1,3,1965,39.66779327,-84.19236755
1,3,1976,39.6685791,-84.19158173
1,3,1987,39.66936111,-84.19080353
1,3,1998,39.67014694,-84.1900177
1,3,2009,39.67092896,-84.18923187
1,3,2020,39.67171478,-84.18844604
1,3,2031,39.6724968,-84.18766785
1,3,2042,39.67327881,-84.18688202
1,3,2053,39.67406464,-84.18609619
1,3,2064,39.67484665,-84.18531799
1,3,2075,39.67563248,-84.18453217
1,3,2086,39.67641449,-84.18374634
1,3,2097,39.6771965,-84.18296051
1,3,2108,39.67798233,-84.18218231
1,3,2119,39.67876434,-84.18139648
1,3,2130,39.67955017,-84.18061066
1,3,2141,39.68033218,-84.17983246
1,3,2152,39.6811142,-84.17904663
1,3,2163,39.68190002,-84.1782608
1,3,2174,39.68268204,-84.1774826
1,3,2185,39.68346786,-84.17669678
1,3,2196,39.68424988,-84.17591095
1,3,2207,39.68503189,-84.17512512
1,3,2218,39.68581772,-84.17434692
1,3,2229,39.68659973,-84.1735611
1,3,2240,39.68738556,-84.17277527
1,3,2251,39.68816757,-84.17199707
1,3,2262,39.6889534,-84.17121124
1,3,2273,39.68973541,-84.17042542
1,3,2284,39.69051743,-84.16963959
1,3,2295,39.69130325,-84.16886139
1,3,2306,39.69208527,-84.16807556
1,3,2317,39.69287109,-84.16728973
1,3,2328,39.69365311,-84.16651154
1,3,2339,39.69443512,-84.16572571
1,3,2350,39.69522095,-84.16493988
2,3,2350,39.73912811,-84.12103271
1,3,2361,39.69600296,-84.16416168
2,3,2361,39.73839569,-84.12176514
1,3,2372,39.69678879,-84.16337585
1,3,2383,39.6975708,-84.16259003
2,3,2383,39.73693466,-84.12322998
1,3,2394,39.69835281,-84.1618042
2,3,2394,39.73620605,-84.12395477
1,3,2405,39.69913864,-84.161026
2,3,2405,39.73547363,-84.12468719
1,3,2416,39.69992065,-84.16024017
2,3,2416,39.73474503,-84.12541962
1,3,2427,39.70070648,-84.15945435
2,3,2427,39.7340126,-84.12614441
1,3,2438,39.70148849,-84.15867615
2,3,2438,39.733284,-84.12687683
1,3,2449,39.70227432,-84.15789032
2,3,2449,39.73255157,-84.12760925
1,3,2460,39.70305634,-84.15710449
2,3,2460,39.73182297,-84.12834167
1,3,2471,39.70383835,-84.15631866
2,3,2471,39.73109055,-84.12906647
1,3,2482,39.70462418,-84.15554047
2,3,2482,39.73036194,-84.12979889
3,3,2482,39.73112106,-84.12904358
1,3,2493,39.70540619,-84.15475464
2,3,2493,39.72962952,-84.13053131
1,3,2504,39.70619202,-84.15396881
2,3,2504,39.72890091,-84.13126373
3,3,2504,39.72956848,-84.13059235
1,3,2515,39.70697403,-84.15319061
3,3,2515,39.7287941,-84.13137054
1,3,2526,39.70775604,-84.15240479
3,3,2526,39.72801971,-84.13214111
1,3,2537,39.70854187,-84.15161896
3,3,2537,39.72724533,-84.13291931
1,3,2548,39.70932388,-84.15084076
3,3,2548,39.72647095,-84.13368988
1,3,2559,39.71010971,-84.15005493
3,3,2559,39.72569275,-84.13446808
1,3,2570,39.71089172,-84.1492691
3,3,2570,39.72491837,-84.13524628
1,3,2581,39.71167374,-84.14848328
3,3,2581,39.72414398,-84.13601685
1,3,2592,39.71245956,-84.14770508
3,3,2592,39.7233696,-84.13679504
1,3,2603,39.71324158,-84.14691925
3,3,2603,39.72259521,-84.13756561
1,3,2614,39.7140274,-84.14613342
3,3,2614,39.72182083,-84.13834381
1,3,2625,39.71480942,-84.14535522
1,3,2626,39.71715927,-84.14300537
1,3,2631,39.71637726,-84.14378357
1,3,2636,39.71559143,-84.1445694
